"","datetime","discharge_daily"
"823",2016-04-02,6897.43333333333
"824",2016-04-03,6570.94583333333
"825",2016-04-04,6223.47916666667
"826",2016-04-05,5864.75416666667
"827",2016-04-06,5516.19583333333
"828",2016-04-07,6232.03333333333
"829",2016-04-08,6770.725
"830",2016-04-09,6662.65
"831",2016-04-10,5938.1
"832",2016-04-11,5364.8625
"833",2016-04-12,5046.86666666667
"834",2016-04-13,4955.9625
"835",2016-04-14,4976.73333333333
"836",2016-04-15,4954.92083333333
"837",2016-04-16,4879.93333333333
"838",2016-04-17,4784.69166666667
"839",2016-04-18,4594.82083333333
"840",2016-04-19,4300.48333333333
"841",2016-04-20,3987.2875
"842",2016-04-21,3714.33333333333
"843",2016-04-22,3467.92083333333
"844",2016-04-23,3388.775
"845",2016-04-24,3400.4625
"846",2016-04-25,3356.6375
"847",2016-04-26,3242.41666666667
"848",2016-04-27,3111.93333333333
"849",2016-04-28,3251.7
"850",2016-04-29,3298.50833333333
"851",2016-04-30,3176.51666666667
"852",2016-05-01,3609.99166666667
"853",2016-05-02,4430.36666666667
"854",2016-05-03,8116.07083333333
"855",2016-05-04,9786.70416666667
"856",2016-05-05,10806.625
"857",2016-05-06,12592.3333333333
"858",2016-05-07,18767.9166666667
"859",2016-05-08,19798
"860",2016-05-09,17349.9166666667
"861",2016-05-10,15482.0416666667
"862",2016-05-11,14199.5
"863",2016-05-12,13078.4166666667
"864",2016-05-13,12160.4583333333
"865",2016-05-14,11609.4583333333
"866",2016-05-15,11196.5833333333
"867",2016-05-16,10799.4583333333
"868",2016-05-17,10654.4583333333
"869",2016-05-18,10366.6666666667
"870",2016-05-19,9897.01666666667
"871",2016-05-20,9325.93333333333
"872",2016-05-21,9495.30833333333
"873",2016-05-22,10436.25
"874",2016-05-23,13700.6666666667
"875",2016-05-24,17878.375
"876",2016-05-25,20593.3333333333
"877",2016-05-26,19749.5833333333
"878",2016-05-27,17504
"879",2016-05-28,15124.125
"880",2016-05-29,13034.9583333333
"881",2016-05-30,11504.9166666667
"882",2016-05-31,10413.0083333333
"883",2016-06-01,9535.8125
"884",2016-06-02,8759.20833333333
"885",2016-06-03,8463.1375
"886",2016-06-04,8606.06666666667
"887",2016-06-05,8571.11666666667
"888",2016-06-06,9847.14166666667
"889",2016-06-07,11101.375
"890",2016-06-08,11029.6666666667
"891",2016-06-09,10270.125
"892",2016-06-10,9335.24583333333
"893",2016-06-11,8386.1125
"894",2016-06-12,7557.3875
"895",2016-06-13,6809.12916666667
"896",2016-06-14,6141.8125
"897",2016-06-15,5561.40416666667
"898",2016-06-16,5538.5
"899",2016-06-17,8175.04583333333
"900",2016-06-18,6941.99583333333
"901",2016-06-19,6491.875
"902",2016-06-20,6300.1
"903",2016-06-21,7884.69166666667
"904",2016-06-22,10991.8333333333
"905",2016-06-23,11121.7083333333
"906",2016-06-24,10190.4875
"907",2016-06-25,9336.29166666667
"908",2016-06-26,10230.8416666667
"909",2016-06-27,13461.0416666667
"910",2016-06-28,14141.5416666667
"911",2016-06-29,12295.3333333333
"912",2016-06-30,10291.875
"913",2016-07-01,8983.85416666667
"914",2016-07-02,8056.1125
"915",2016-07-03,7334.89583333333
"916",2016-07-04,6701.85
"917",2016-07-05,7446.54583333333
"918",2016-07-06,6747.35416666667
"919",2016-07-07,6295.0875
"920",2016-07-08,6114.67083333333
"921",2016-07-09,6252.11666666667
"922",2016-07-10,6446.05833333333
"923",2016-07-11,6396.35
"924",2016-07-12,6047.8625
"925",2016-07-13,5540.25416666667
"926",2016-07-14,5031.42083333333
"927",2016-07-15,4556.99583333333
"928",2016-07-16,4186.34583333333
"929",2016-07-17,3910.9125
"930",2016-07-18,3589.875
"931",2016-07-19,3537.76666666667
"932",2016-07-20,3393.63333333333
"933",2016-07-21,3223.1875
"934",2016-07-22,3020.05
"935",2016-07-23,2812.39583333333
"936",2016-07-24,2606.27916666667
"937",2016-07-25,2424.07083333333
"938",2016-07-26,2325.45416666667
"939",2016-07-27,2151.85833333333
"940",2016-07-28,2247.1875
"941",2016-07-29,3803.0625
"942",2016-07-30,3993.52916666667
"943",2016-07-31,7816.57916666667
"944",2016-08-01,9321.30416666667
"945",2016-08-02,7224.36666666667
"946",2016-08-03,5741.15833333333
"947",2016-08-04,4900.0375
"948",2016-08-05,4317.0125
"949",2016-08-06,3891.60833333333
"950",2016-08-07,3605.15
"951",2016-08-08,3397.62916666667
"952",2016-08-09,3225.2125
"953",2016-08-10,3056.83333333333
"954",2016-08-11,2888.76666666667
"955",2016-08-12,2727.52083333333
"956",2016-08-13,2576.69166666667
"957",2016-08-14,2429.875
"958",2016-08-15,2396.93333333333
"959",2016-08-16,2732.14583333333
"960",2016-08-17,2658.11666666667
"961",2016-08-18,3518.51666666667
"962",2016-08-19,3169.41666666667
"963",2016-08-20,3017.54583333333
"964",2016-08-21,2925.6375
"965",2016-08-22,2816.9875
"966",2016-08-23,2528.15416666667
"967",2016-08-24,2314.32083333333
"968",2016-08-25,2122.60416666667
"969",2016-08-26,1984.8125
"970",2016-08-27,1889.175
"971",2016-08-28,1811.57083333333
"972",2016-08-29,1736.375
"973",2016-08-30,1664.675
"974",2016-08-31,1565.49166666667
"975",2016-09-01,1533.7625
"976",2016-09-02,1507.60416666667
"977",2016-09-03,1399.99583333333
"978",2016-09-04,1281.95
"979",2016-09-05,1163.30833333333
"980",2016-09-06,1050.40541666667
"981",2016-09-07,972.159583333333
"982",2016-09-08,1036.68333333333
"983",2016-09-09,961.852916666667
"984",2016-09-10,891.61625
"985",2016-09-11,849.857083333333
"986",2016-09-12,828.167083333333
"987",2016-09-13,792.205416666667
"988",2016-09-14,737.2475
"989",2016-09-15,675.433333333333
"990",2016-09-16,615.052083333333
"991",2016-09-17,561.080833333333
"992",2016-09-18,512.90375
"993",2016-09-19,571.250833333333
"994",2016-09-20,661.942083333333
"995",2016-09-21,582.37
"996",2016-09-22,530.599166666667
"997",2016-09-23,496.775
"998",2016-09-24,466.284583333333
"999",2016-09-25,442.871666666667
"1000",2016-09-26,430.270833333333
"1001",2016-09-27,517.324166666667
"1002",2016-09-28,606.395833333333
"1003",2016-09-29,2064.98583333333
"1004",2016-09-30,3642.62916666667
"1005",2016-10-01,5329.19583333333
"1006",2016-10-02,6763.05416666667
"1007",2016-10-03,6495.47916666667
"1008",2016-10-04,5668.5875
"1009",2016-10-05,5252.35
"1010",2016-10-06,5180.05
"1011",2016-10-07,5037.575
"1012",2016-10-08,4746.3
"1013",2016-10-09,4533.85833333333
"1014",2016-10-10,4336.23333333333
"1015",2016-10-11,4223.575
"1016",2016-10-12,4301.6625
"1017",2016-10-13,4627.89583333333
"1018",2016-10-14,4868.79166666667
"1019",2016-10-15,4763.13333333333
"1020",2016-10-16,4430.49583333333
"1021",2016-10-17,4028.18333333333
"1022",2016-10-18,3650.7375
"1023",2016-10-19,3331.40416666667
"1024",2016-10-20,3083.02916666667
"1025",2016-10-21,2918.10833333333
"1026",2016-10-22,2786.23333333333
"1027",2016-10-23,2628.15833333333
"1028",2016-10-24,2483.27083333333
"1029",2016-10-25,2343.52916666667
"1030",2016-10-26,2213.5125
"1031",2016-10-27,2099.22083333333
"1032",2016-10-28,2007.30416666667
"1033",2016-10-29,1927.05
"1034",2016-10-30,1847.1125
"1035",2016-10-31,1772.69583333333
"1036",2016-11-01,1721.68333333333
"1037",2016-11-02,1673.33333333333
"1038",2016-11-03,1609.0125
"1039",2016-11-04,1535.8625
"1040",2016-11-05,1463.15833333333
"1041",2016-11-06,1396.00416666667
"1042",2016-11-07,1334.12083333333
"1043",2016-11-08,1274.99583333333
"1044",2016-11-09,1243.74583333333
"1045",2016-11-10,1231.8625
"1046",2016-11-11,1198.075
"1047",2016-11-12,1166.40416666667
"1048",2016-11-13,1130.57916666667
"1049",2016-11-14,1088.49166666667
"1050",2016-11-15,1054.525
"1051",2016-11-16,1024.77083333333
"1052",2016-11-17,987.78375
"1053",2016-11-18,953.62875
"1054",2016-11-19,921.205416666667
"1055",2016-11-20,891.185
"1056",2016-11-21,860.037083333333
"1057",2016-11-22,828.787916666667
"1058",2016-11-23,796.882083333333
"1059",2016-11-24,765.395416666667
"1060",2016-11-25,733.999583333333
"1061",2016-11-26,703.129166666667
"1062",2016-11-27,672.162916666667
"1063",2016-11-28,642.28
"1064",2016-11-29,654.098333333333
"1065",2016-11-30,998.800416666667
"1066",2016-12-01,1861.11666666667
"1067",2016-12-02,1943.30416666667
"1068",2016-12-03,1913.65416666667
"1069",2016-12-04,1827.90833333333
"1070",2016-12-05,2016.42083333333
"1071",2016-12-06,2597.15416666667
"1072",2016-12-07,3664.1625
"1073",2016-12-08,3673.52083333333
"1074",2016-12-09,3840.225
"1075",2016-12-10,4177.1
"1076",2016-12-11,4705.31666666667
"1077",2016-12-12,5207.59166666667
"1078",2016-12-13,5243.96666666667
"1079",2016-12-14,5007.49583333333
"1080",2016-12-15,4704.87916666667
"1081",2016-12-16,4492.17916666667
"1082",2016-12-17,4445.15833333333
"1083",2016-12-18,4802.18333333333
"1084",2016-12-19,5206.89166666667
"1085",2016-12-20,5685.59166666667
"1086",2016-12-21,6174.69166666667
"1087",2016-12-22,7936.45
"1088",2016-12-23,8315.95
"1089",2016-12-24,8255.66666666667
"1090",2016-12-25,7571.07916666667
"1091",2016-12-26,7011.71666666667
"1092",2016-12-27,6505.3875
"1093",2016-12-28,6105.19583333333
"1094",2016-12-29,6038.42083333333
"1095",2016-12-30,5990.04166666667
"1096",2016-12-31,5919.04166666667
"1097",2017-01-01,5779.59166666667
"1098",2017-01-02,5894.17083333333
"1099",2017-01-03,7596.80416666667
"1100",2017-01-04,9971.01666666667
"1101",2017-01-05,11052.7083333333
"1102",2017-01-06,11768.5416666667
"1103",2017-01-07,12805.4583333333
"1104",2017-01-08,13171.8333333333
"1105",2017-01-09,12493.7083333333
"1106",2017-01-10,11388.75
"1107",2017-01-11,10529.875
"1108",2017-01-12,10087.3083333333
"1109",2017-01-13,9771.32083333333
"1110",2017-01-14,10129.5583333333
"1111",2017-01-15,11234.125
"1112",2017-01-16,11400.4583333333
"1113",2017-01-17,11082.4166666667
"1114",2017-01-18,10922.875
"1115",2017-01-19,11174.7916666667
"1116",2017-01-20,11573.8333333333
"1117",2017-01-21,11799.2916666667
"1118",2017-01-22,11434.875
"1119",2017-01-23,12136.125
"1120",2017-01-24,18702.9583333333
"1121",2017-01-25,25329.5416666667
"1122",2017-01-26,27896.0416666667
"1123",2017-01-27,25951.9583333333
"1124",2017-01-28,22190
"1125",2017-01-29,19057.9166666667
"1126",2017-01-30,16855.875
"1127",2017-01-31,15028.5
"1128",2017-02-01,13490.375
"1129",2017-02-02,12237.7083333333
"1130",2017-02-03,11128.5416666667
"1131",2017-02-04,10244.0333333333
"1132",2017-02-05,9625.3
"1133",2017-02-06,9100.53333333333
"1134",2017-02-07,8582.725
"1135",2017-02-08,8080.51666666667
"1136",2017-02-09,7995.93333333333
"1137",2017-02-10,8599.525
"1138",2017-02-11,9603.9375
"1139",2017-02-12,10416.625
"1140",2017-02-13,10707.7083333333
"1141",2017-02-14,11201.2083333333
"1142",2017-02-15,12933.2083333333
"1143",2017-02-16,13811.75
"1144",2017-02-17,12778.25
"1145",2017-02-18,11270.5833333333
"1146",2017-02-19,9910.19583333333
"1147",2017-02-20,8813.825
"1148",2017-02-21,7925.45416666667
"1149",2017-02-22,7287.8625
"1150",2017-02-23,6747.425
"1151",2017-02-24,6299.34583333333
"1152",2017-02-25,5868.64166666667
"1153",2017-02-26,5546.72916666667
"1154",2017-02-27,5235.75833333333
"1155",2017-02-28,4929.225
"1156",2017-03-01,5031.5875
"1157",2017-03-02,4999.625
"1158",2017-03-03,5301.64166666667
"1159",2017-03-04,6383.40833333333
"1160",2017-03-05,8594.9875
"1161",2017-03-06,8535.275
"1162",2017-03-07,7608.31666666667
"1163",2017-03-08,6951.27083333333
"1164",2017-03-09,6423.09583333333
"1165",2017-03-10,6084.10833333333
"1166",2017-03-11,6071.6125
"1167",2017-03-12,6262.69583333333
"1168",2017-03-13,6343.24583333333
"1169",2017-03-14,6415.00416666667
"1170",2017-03-15,6182.19166666667
"1171",2017-03-16,5864.36666666667
"1172",2017-03-17,5771.02083333333
"1173",2017-03-18,6218.925
"1174",2017-03-19,8549.05833333333
"1175",2017-03-20,10980.0125
"1176",2017-03-21,13400.75
"1177",2017-03-22,14379.625
"1178",2017-03-23,13446.9166666667
"1179",2017-03-24,12041.125
"1180",2017-03-25,11097.125
"1181",2017-03-26,10456.8333333333
"1182",2017-03-27,9771.425
"1183",2017-03-28,9666.5125
"1184",2017-03-29,9913.95
"1185",2017-03-30,10765.9583333333
"1186",2017-03-31,15358.7083333333
"1187",2017-04-01,22845.7916666667
"1188",2017-04-02,21763.125
"1189",2017-04-03,19635.0416666667
"1190",2017-04-04,18216.3333333333
"1191",2017-04-05,16536.375
"1192",2017-04-06,17647.0416666667
"1193",2017-04-07,21534.4583333333
"1194",2017-04-08,21674.8333333333
"1195",2017-04-09,19417.0833333333
"1196",2017-04-10,17507.6666666667
"1197",2017-04-11,15559.9166666667
"1198",2017-04-12,13758.375
"1199",2017-04-13,12155.7916666667
"1200",2017-04-14,10760.25
"1201",2017-04-15,9637.64583333333
"1202",2017-04-16,8767.64583333333
"1203",2017-04-17,8032.16666666667
"1204",2017-04-18,7582.58333333333
"1205",2017-04-19,7194.3875
"1206",2017-04-20,6851.67083333333
"1207",2017-04-21,6793.3375
"1208",2017-04-22,6900.65
"1209",2017-04-23,7142.6875
"1210",2017-04-24,7109.8
"1211",2017-04-25,7611.5125
"1212",2017-04-26,8289.5375
"1213",2017-04-27,9015.20416666667
"1214",2017-04-28,9844.57916666667
"1215",2017-04-29,10539.5
"1216",2017-04-30,10573.4583333333
"1217",2017-05-01,10063.7875
"1218",2017-05-02,9600.0125
"1219",2017-05-03,9349.12083333333
"1220",2017-05-04,9126.5375
"1221",2017-05-05,13237.1583333333
"1222",2017-05-06,24942.7083333333
"1223",2017-05-07,35413.8333333333
"1224",2017-05-08,35939.2916666667
"1225",2017-05-09,29810.5
"1226",2017-05-10,23238.9166666667
"1227",2017-05-11,23831.2916666667
"1228",2017-05-12,29159.75
"1229",2017-05-13,32689.3333333333
"1230",2017-05-14,36170.6666666667
"1231",2017-05-15,35029.625
"1232",2017-05-16,30392.0833333333
"1233",2017-05-17,25483.5
"1234",2017-05-18,21860.4166666667
"1235",2017-05-19,19625.875
"1236",2017-05-20,17144.2083333333
"1237",2017-05-21,14800.9166666667
"1238",2017-05-22,13271.7083333333
"1239",2017-05-23,11820.0833333333
"1240",2017-05-24,11102.5416666667
"1241",2017-05-25,12408.875
"1242",2017-05-26,15388.9583333333
"1243",2017-05-27,21512.2916666667
"1244",2017-05-28,24605.0833333333
"1245",2017-05-29,23727.125
"1246",2017-05-30,20996.625
"1247",2017-05-31,19935.0416666667
"1248",2017-06-01,17974.0833333333
"1249",2017-06-02,16421.875
"1250",2017-06-03,14961.1666666667
"1251",2017-06-04,13418.5416666667
"1252",2017-06-05,11949.75
"1253",2017-06-06,10746.8333333333
"1254",2017-06-07,9756.75
"1255",2017-06-08,8943.15
"1256",2017-06-09,8163.69166666667
"1257",2017-06-10,7486.36666666667
"1258",2017-06-11,6853.74166666667
"1259",2017-06-12,6261.27916666667
"1260",2017-06-13,5710.0375
"1261",2017-06-14,5236.075
"1262",2017-06-15,4906.25833333333
"1263",2017-06-16,4473.025
"1264",2017-06-17,4190.56666666667
"1265",2017-06-18,4112.5875
"1266",2017-06-19,4757.74166666667
"1267",2017-06-20,5897.95
"1268",2017-06-21,6375.0625
"1269",2017-06-22,6536.3875
"1270",2017-06-23,6375.72916666667
"1271",2017-06-24,6312.85833333333
"1272",2017-06-25,6258.72916666667
"1273",2017-06-26,6299.1375
"1274",2017-06-27,7433.91666666667
"1275",2017-06-28,8388.66666666667
"1276",2017-06-29,7595.9875
"1277",2017-06-30,6622.16666666667
"1278",2017-07-01,5773.37083333333
"1279",2017-07-02,5119.37083333333
"1280",2017-07-03,4525.74166666667
"1281",2017-07-04,4005.54583333333
"1282",2017-07-05,3821.73333333333
"1283",2017-07-06,5895.33333333333
"1284",2017-07-07,6442.65416666667
"1285",2017-07-08,6060.56666666667
"1286",2017-07-09,5677.45416666667
"1287",2017-07-10,5548.42916666667
"1288",2017-07-11,5496.20833333333
"1289",2017-07-12,5477.00416666667
"1290",2017-07-13,5245.0125
"1291",2017-07-14,5074.4875
"1292",2017-07-15,4808.4
"1293",2017-07-16,4197.8875
"1294",2017-07-17,3820.64166666667
"1295",2017-07-18,3724.35833333333
"1296",2017-07-19,3833.77083333333
"1297",2017-07-20,3366.7875
"1298",2017-07-21,3149.14583333333
"1299",2017-07-22,3219.775
"1300",2017-07-23,3730.18333333333
"1301",2017-07-24,4246.97916666667
"1302",2017-07-25,3965.31666666667
"1303",2017-07-26,3719.65416666667
"1304",2017-07-27,3480.71666666667
"1305",2017-07-28,4013.39583333333
"1306",2017-07-29,12978.8041666667
"1307",2017-07-30,13478.4166666667
"1308",2017-07-31,11688
"1309",2017-08-01,17168.2916666667
"1310",2017-08-02,19039.375
"1311",2017-08-03,15272.625
"1312",2017-08-04,12204.2916666667
"1313",2017-08-05,9987.30833333333
"1314",2017-08-06,9165.23333333333
"1315",2017-08-07,9713.45
"1316",2017-08-08,8575.65833333333
"1317",2017-08-09,7476.94583333333
"1318",2017-08-10,6912.78333333333
"1319",2017-08-11,6933.40416666667
"1320",2017-08-12,8386.25
"1321",2017-08-13,7421.94166666667
"1322",2017-08-14,6584.1375
"1323",2017-08-15,6759.19166666667
"1324",2017-08-16,6068.00833333333
"1325",2017-08-17,5158.59583333333
"1326",2017-08-18,4845.5875
"1327",2017-08-19,4906.9375
"1328",2017-08-20,4088.875
"1329",2017-08-21,3686.525
"1330",2017-08-22,3401.325
"1331",2017-08-23,3203.41666666667
"1332",2017-08-24,3038.27916666667
"1333",2017-08-25,2864.37083333333
"1334",2017-08-26,2686.41666666667
"1335",2017-08-27,2514.4625
"1336",2017-08-28,2354.60416666667
"1337",2017-08-29,2742.95833333333
"1338",2017-08-30,2765.11666666667
"1339",2017-08-31,2427.82083333333
"1340",2017-09-01,2281.87083333333
"1341",2017-09-02,2670.5875
"1342",2017-09-03,2459.68333333333
"1343",2017-09-04,2220.73333333333
"1344",2017-09-05,2218.90833333333
"1345",2017-09-06,3228.50833333333
"1346",2017-09-07,3557.77083333333
"1347",2017-09-08,3262.45833333333
"1348",2017-09-09,2993.39583333333
"1349",2017-09-10,2752.61666666667
"1350",2017-09-11,2568.13333333333
"1351",2017-09-12,2430.87916666667
"1352",2017-09-13,2333.9375
"1353",2017-09-14,2242.80833333333
"1354",2017-09-15,2148.84166666667
"1355",2017-09-16,2061.33333333333
"1356",2017-09-17,1960.21666666667
"1357",2017-09-18,1847.1625
"1358",2017-09-19,1742.40833333333
"1359",2017-09-20,1674.18333333333
"1360",2017-09-21,1586.55416666667
"1361",2017-09-22,1489.42083333333
"1362",2017-09-23,1400.03333333333
"1363",2017-09-24,1322.5625
"1364",2017-09-25,1250.56666666667
"1365",2017-09-26,1178.08333333333
"1366",2017-09-27,1100.69166666667
"1367",2017-09-28,1016.92458333333
"1368",2017-09-29,931.794166666667
"1369",2017-09-30,850.565
"1370",2017-10-01,775.452916666667
"1371",2017-10-02,709.33125
"1372",2017-10-03,646.880833333333
"1373",2017-10-04,582.565
"1374",2017-10-05,533.453333333333
"1375",2017-10-06,498.365833333333
"1376",2017-10-07,469.360833333333
"1377",2017-10-08,451.627916666667
"1378",2017-10-09,824.242083333333
"1379",2017-10-10,1007.43791666667
"1380",2017-10-11,1077.34583333333
"1381",2017-10-12,1577.5875
"1382",2017-10-13,1666.27916666667
"1383",2017-10-14,1694.84166666667
"1384",2017-10-15,1696.97916666667
"1385",2017-10-16,1704.1
"1386",2017-10-17,1741.20833333333
"1387",2017-10-18,1869.3
"1388",2017-10-19,1989.12916666667
"1389",2017-10-20,2019.4
"1390",2017-10-21,1953.1375
"1391",2017-10-22,1841.57083333333
"1392",2017-10-23,1731.09583333333
"1393",2017-10-24,2022.925
"1394",2017-10-25,1912.7
"1395",2017-10-26,1884.775
"1396",2017-10-27,1824.83333333333
"1397",2017-10-28,1745.03333333333
"1398",2017-10-29,1894.25416666667
"1399",2017-10-30,4223.0625
"1400",2017-10-31,6635.03333333333
"1401",2017-11-01,10794.2958333333
"1402",2017-11-02,10775.0833333333
"1403",2017-11-03,9149.35416666667
"1404",2017-11-04,7914.15833333333
"1405",2017-11-05,7831.2125
"1406",2017-11-06,6906.6625
"1407",2017-11-07,6823.375
"1408",2017-11-08,7398.78333333333
"1409",2017-11-09,6881.55
"1410",2017-11-10,6996.38333333333
"1411",2017-11-11,7924.1
"1412",2017-11-12,8326.74166666667
"1413",2017-11-13,8108.12083333333
"1414",2017-11-14,7477.95416666667
"1415",2017-11-15,6800.65416666667
"1416",2017-11-16,6126.60833333333
"1417",2017-11-17,5607.30833333333
"1418",2017-11-18,5253.64583333333
"1419",2017-11-19,4990.5125
"1420",2017-11-20,4812.9125
"1421",2017-11-21,4744.44583333333
"1422",2017-11-22,4802.61666666667
"1423",2017-11-23,4921.27083333333
"1424",2017-11-24,4902.1875
"1425",2017-11-25,4682.5875
"1426",2017-11-26,4371.7
"1427",2017-11-27,4052.19583333333
"1428",2017-11-28,3765.79583333333
"1429",2017-11-29,3509.475
"1430",2017-11-30,3287.5125
"1431",2017-12-01,3105.17916666667
"1432",2017-12-02,2935.39166666667
"1433",2017-12-03,2778.04583333333
"1434",2017-12-04,2629.65833333333
"1435",2017-12-05,2496.8
"1436",2017-12-06,2407.20416666667
"1437",2017-12-07,2354.41666666667
"1438",2017-12-08,2303.8625
"1439",2017-12-09,2322.41666666667
"1440",2017-12-10,2333.8625
"1441",2017-12-11,2211.35
"1442",2017-12-12,2110.17083333333
"1443",2017-12-13,2024.92083333333
"1444",2017-12-14,1939.49583333333
"1445",2017-12-15,1858.60416666667
"1446",2017-12-16,1787.19166666667
"1447",2017-12-17,1725.68333333333
"1448",2017-12-18,1673.0625
"1449",2017-12-19,1610.575
"1450",2017-12-20,1546.6375
"1451",2017-12-21,1485.55833333333
"1452",2017-12-22,1428.35833333333
"1453",2017-12-23,1421.825
"1454",2017-12-24,1590.25
"1455",2017-12-25,1652.89583333333
"1456",2017-12-26,1746.25416666667
"1457",2017-12-27,1888.675
"1458",2017-12-28,1949.37083333333
"1459",2017-12-29,1984.34583333333
"1460",2017-12-30,2055.36666666667
"1461",2017-12-31,2159.15
"1462",2018-01-01,2220.40833333333
"1463",2018-01-02,2204.87083333333
"1464",2018-01-03,2136.8125
"1465",2018-01-04,2063.67916666667
"1466",2018-01-05,1986.09166666667
"1467",2018-01-06,1909.3625
"1468",2018-01-07,1840.025
"1469",2018-01-08,1785.65833333333
"1470",2018-01-09,1747.76666666667
"1471",2018-01-10,1701.05416666667
"1472",2018-01-11,1640.20833333333
"1473",2018-01-12,1645.97083333333
"1474",2018-01-13,3711.45
"1475",2018-01-14,5044.64166666667
"1476",2018-01-15,5076.1625
"1477",2018-01-16,4579.44583333333
"1478",2018-01-17,4960.05
"1479",2018-01-18,5689.65833333333
"1480",2018-01-19,5875.82083333333
"1481",2018-01-20,5649.8875
"1482",2018-01-21,5310.17083333333
"1483",2018-01-22,4917.3
"1484",2018-01-23,4766.68333333333
"1485",2018-01-24,5814.41666666667
"1486",2018-01-25,6981.42916666667
"1487",2018-01-26,6712.49166666667
"1488",2018-01-27,6112.1125
"1489",2018-01-28,5577.3125
"1490",2018-01-29,5251.1125
"1491",2018-01-30,4979.75
"1492",2018-01-31,4724.15416666667
"1493",2018-02-01,4530.52083333333
"1494",2018-02-02,4597.85833333333
"1495",2018-02-03,4495.57083333333
"1496",2018-02-04,5190.20833333333
"1497",2018-02-05,7797.95
"1498",2018-02-06,8969.2875
"1499",2018-02-07,9125.4125
"1500",2018-02-08,11852.9583333333
"1501",2018-02-09,12171.625
"1502",2018-02-10,11210.9166666667
"1503",2018-02-11,14126.7916666667
"1504",2018-02-12,18667.9583333333
"1505",2018-02-13,22439.7916666667
"1506",2018-02-14,23252.5
"1507",2018-02-15,21612.25
"1508",2018-02-16,18970.875
"1509",2018-02-17,18933
"1510",2018-02-18,20735.0416666667
"1511",2018-02-19,20303.7083333333
"1512",2018-02-20,19417.25
"1513",2018-02-21,18321.25
"1514",2018-02-22,17242.875
"1515",2018-02-23,16634.5416666667
"1516",2018-02-24,16345.75
"1517",2018-02-25,20088.6666666667
"1518",2018-02-26,30311.1666666667
"1519",2018-02-27,37385.3333333333
"1520",2018-02-28,32808.9583333333
"1521",2018-03-01,26860.2083333333
"1522",2018-03-02,23395.8333333333
"1523",2018-03-03,23437.625
"1524",2018-03-04,23589.7083333333
"1525",2018-03-05,22323.2083333333
"1526",2018-03-06,21770.9166666667
"1527",2018-03-07,19798.625
"1528",2018-03-08,17294.0833333333
"1529",2018-03-09,15359.5833333333
"1530",2018-03-10,14191.6666666667
"1531",2018-03-11,13860.7916666667
"1532",2018-03-12,13743.75
"1533",2018-03-13,13306.2083333333
"1534",2018-03-14,12765.4166666667
"1535",2018-03-15,11873.0833333333
"1536",2018-03-16,10798.2916666667
"1537",2018-03-17,9780.49583333333
"1538",2018-03-18,8916.46666666667
"1539",2018-03-19,8047.59166666667
"1540",2018-03-20,8098.13333333333
"1541",2018-03-21,8495.34166666667
"1542",2018-03-22,8609.82083333333
"1543",2018-03-23,8622.0875
"1544",2018-03-24,8611.59583333333
"1545",2018-03-25,8627.32083333333
"1546",2018-03-26,8497.4125
"1547",2018-03-27,8193.49583333333
"1548",2018-03-28,7809.475
"1549",2018-03-29,7410.10416666667
"1550",2018-03-30,6969.55
"1551",2018-03-31,6610.99166666667
"1552",2018-04-01,6404.1875
"1553",2018-04-02,6488.05416666667
"1554",2018-04-03,6829.39166666667
"1555",2018-04-04,7029.20833333333
"1556",2018-04-05,7131.53333333333
"1557",2018-04-06,7778.2125
"1558",2018-04-07,8846.44166666667
"1559",2018-04-08,8553.4
"1560",2018-04-09,7685.45416666667
"1561",2018-04-10,6925.15
"1562",2018-04-11,6269.85
"1563",2018-04-12,5696.8375
"1564",2018-04-13,5186.15833333333
"1565",2018-04-14,4738.825
"1566",2018-04-15,4345.27083333333
"1567",2018-04-16,7595.575
"1568",2018-04-17,11352.8416666667
"1569",2018-04-18,12132.8333333333
"1570",2018-04-19,14172.25
"1571",2018-04-20,15823.2916666667
"1572",2018-04-21,14283.2083333333
"1573",2018-04-22,12365.9166666667
"1574",2018-04-23,10608.1625
"1575",2018-04-24,9070.70833333333
"1576",2018-04-25,9358.32083333333
"1577",2018-04-26,8677.0875
"1578",2018-04-27,10300.6
"1579",2018-04-28,11602.3333333333
"1580",2018-04-29,12549.25
"1581",2018-04-30,12012.3333333333
"1582",2018-05-01,10923.5833333333
"1583",2018-05-02,9741.44583333333
"1584",2018-05-03,8804.9
"1585",2018-05-04,8094.8375
"1586",2018-05-05,7552.41666666667
"1587",2018-05-06,7217.79583333333
"1588",2018-05-07,7230.23333333333
"1589",2018-05-08,7351.1875
"1590",2018-05-09,8429.575
"1591",2018-05-10,10277.3458333333
"1592",2018-05-11,10433
"1593",2018-05-12,9363.00416666667
"1594",2018-05-13,8858.03333333333
"1595",2018-05-14,9215.01666666667
"1596",2018-05-15,14870.9166666667
"1597",2018-05-16,15325.625
"1598",2018-05-17,23285.125
"1599",2018-05-18,34695.8333333333
"1600",2018-05-19,40572.3333333333
"1601",2018-05-20,45234.2916666667
"1602",2018-05-21,44128.125
"1603",2018-05-22,37487.25
"1604",2018-05-23,31706.0833333333
"1605",2018-05-24,27112.4166666667
"1606",2018-05-25,24002.9166666667
