"","datetime","discharge"
"286",2018-05-09 22:00:00,9430
"287",2018-05-09 23:00:00,9520.9
"288",2018-05-10 00:00:00,9608.9
"289",2018-05-10 01:00:00,9694
"290",2018-05-10 02:00:00,9775.9
"291",2018-05-10 03:00:00,9854.6
"292",2018-05-10 04:00:00,9929.9
"293",2018-05-10 05:00:00,10002
"294",2018-05-10 06:00:00,10070
"295",2018-05-10 07:00:00,10134
"296",2018-05-10 08:00:00,10194
"297",2018-05-10 09:00:00,10249
"298",2018-05-10 10:00:00,10299
"299",2018-05-10 11:00:00,10345
"300",2018-05-10 12:00:00,10387
"301",2018-05-10 13:00:00,10424
"302",2018-05-10 14:00:00,10458
"303",2018-05-10 15:00:00,10489
"304",2018-05-10 16:00:00,10518
"305",2018-05-10 17:00:00,10546
"306",2018-05-10 18:00:00,10571
"307",2018-05-10 19:00:00,10592
"308",2018-05-10 20:00:00,10610
"309",2018-05-10 21:00:00,10625
"310",2018-05-10 22:00:00,10636
"311",2018-05-10 23:00:00,10644
"312",2018-05-11 00:00:00,10648
"313",2018-05-11 01:00:00,10650
"314",2018-05-11 02:00:00,10648
"315",2018-05-11 03:00:00,10643
"316",2018-05-11 04:00:00,10635
"317",2018-05-11 05:00:00,10624
"318",2018-05-11 06:00:00,10611
"319",2018-05-11 07:00:00,10595
"320",2018-05-11 08:00:00,10576
"321",2018-05-11 09:00:00,10553
"322",2018-05-11 10:00:00,10526
"323",2018-05-11 11:00:00,10497
"324",2018-05-11 12:00:00,10466
"325",2018-05-11 13:00:00,10433
"326",2018-05-11 14:00:00,10399
"327",2018-05-11 15:00:00,10363
"328",2018-05-11 16:00:00,10327
"329",2018-05-11 17:00:00,10290
"330",2018-05-11 18:00:00,10253
"331",2018-05-11 19:00:00,10214
"332",2018-05-11 20:00:00,10174
"333",2018-05-11 21:00:00,10133
"334",2018-05-11 22:00:00,10090
"335",2018-05-11 23:00:00,10044
"336",2018-05-12 00:00:00,9997
"337",2018-05-12 01:00:00,9948.3
"338",2018-05-12 02:00:00,9898.2
"339",2018-05-12 03:00:00,9846.7
"340",2018-05-12 04:00:00,9794.1
"341",2018-05-12 05:00:00,9740.4
"342",2018-05-12 06:00:00,9685.8
"343",2018-05-12 07:00:00,9629.9
"344",2018-05-12 08:00:00,9572.2
"345",2018-05-12 09:00:00,9512.7
"346",2018-05-12 10:00:00,9451.7
"347",2018-05-12 11:00:00,9389.7
"348",2018-05-12 12:00:00,9327
"349",2018-05-12 13:00:00,9264.3
"350",2018-05-12 14:00:00,9202.1
"351",2018-05-12 15:00:00,9146
"352",2018-05-12 16:00:00,9095.6
